Species	Status	min_age	max_age
Prognathodon_giganteus	extinct	66	72.1
Halisaurus	extinct	66	72.1
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	70.6
Pachyvaranus_crassispondylus	extinct	66	72.1
Saurillus_obtusus	extinct	140.2	145
Parviraptor_estesi	extinct	140.2	145
Becklesius	extinct	140.2	145
Parasaurillus_pseudobtusus	extinct	140.2	145
Dorsetisaurus_hebetidens	extinct	140.2	145
Yabeinosaurus	extinct	122.46	129.4
Coniasaurus_crassidens	extinct	93.5	99.6
Coniasaurus_crassidens	extinct	93.5	99.6
Coniasaurus_crassidens	extinct	93.5	99.6
Coniasaurus_crassidens	extinct	93.9	100.5
Coniasaurus_crassidens	extinct	93.9	100.5
Dolichosauridae	extinct	89.3	93.5
Hainosaurus_bernardi	extinct	70.6	83.5
Exostinus_lancensis	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Teiidae	extinct	66	70.6
Teiidae	extinct	37.2	48.6
Chamops_segnis	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Parasauromalus_olseni	extinct	37.2	48.6
Adriosaurus_suessi	extinct	93.5	99.6
Adriosaurus_microbrachis	extinct	93.5	99.6
Adriosaurus	extinct	93.5	99.6
Tijubina_pontei	extinct	113	125
Dalinghosaurus_longidigitus	extinct	122.46	130
Kourisodon	extinct	70.6	83.5
Mosasauridae	extinct	70.6	83.5
Mosasaurinae	extinct	66	70.6
Mosasauridae	extinct	66	70.6
Mosasauridae	extinct	66	70.6
Mosasaurinae	extinct	66	72.1
Mosasaurus	extinct	66	70.6
Mosasauridae	extinct	66	70.6
Kourisodon	extinct	66	72.1
Mosasaurus	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Prognathodon_overtoni	extinct	70.6	83.5
Prognathodon_overtoni	extinct	70.6	83.5
Prognathodon_overtoni	extinct	70.6	83.5
Meyasaurus	extinct	125.45	130
Coniophis	extinct	93.5	105.3
Colubridae	extinct	33.9	38
Yaguarasaurus_columbianus	extinct	89.3	93.5
Yaguarasaurus_columbianus	extinct	89.3	93.5
Yaguarasaurus_columbianus	extinct	89.3	93.5
Yaguarasaurus_columbianus	extinct	89.3	93.5
Eremiasaurus_heterodontus	extinct	66	70.6
Eremiasaurus_heterodontus	extinct	66	70.6
Palaeophis	extinct	55.8	56.8
Aigialosaurus_bucchichi	extinct	93.5	99.6
Aigialosaurus_dalmaticus	extinct	93.5	99.6
Mosasauria	extinct	89.3	93.5
Mosasauroidea	extinct	89.3	93.5
Mosasauria	extinct	89.3	93.5
Mosasauroidea	extinct	89.3	93.5
Mosasauroidea	extinct	89.3	93.5
Mosasauroidea	extinct	89.3	93.5
Mosasauroidea	extinct	89.3	93.5
Pachyrhachis_problematicus	extinct	93.5	99.6
Pontosaurus_lesinensis	extinct	93.5	99.6
Dolichosauridae	extinct	93.5	99.6
Carsosaurus_marchesetti	extinct	93.5	99.6
Acteosaurus_tommasinii	extinct	93.5	99.6
Platecarpus_planifrons	extinct	83.5	89.3
Platecarpus_planifrons	extinct	83.5	89.3
Platecarpus_planifrons	extinct	83.5	89.3
Ectenosaurus_clidastoides	extinct	83.6	86.3
Adriosaurus_suessi	extinct	89.3	99.6
Tylosaurinae	extinct	70.6	86.3
Hainosaurus_neumilleri	extinct	70.6	83.5
Globidens_schurmanni	extinct	70.6	83.5
Globidens_dakotensis	extinct	70.6	83.5
Plioplatecarpinae	extinct	70.6	83.5
Lapparentophis_defrennei	extinct	93.5	145
Squamata	extinct	93.9	100.5
Mosasauridae	extinct	70.6	83.5
Mosasaurus	extinct	70.6	83.5
Colubridae	extinct	0.0117	0.126
Serpentes	extinct	61.6	66
Palaeophis	extinct	37.2	48.6
Pterosphenus_schucherti	extinct	61.6	66
Cheilophis_huerfanoensis	extinct	61.6	66
Mosasaurus	extinct	66	100.5
Carphophis_amoenus	extinct	0.0117	2.588
Lampropeltis_triangulum	extinct	0.0117	2.588
Opheodrys	extinct	0.0117	2.588
Nerodia_sipedon	extinct	0.0117	2.588
Storeria	extinct	0.0117	2.588
Thamnophis	extinct	0.0117	2.588
Crotalus	extinct	0.0117	2.588
Mosasauridae	extinct	70.6	83.5
Serpentes	extinct	0.0117	0.126
Pterosphenus_schucherti	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Sceloporus_undulatus	extant	0.0117	2.588
Eumeces_fasciatus	extinct	0.0117	2.588
Nerodia_sipedon	extinct	0.0117	2.588
Thamnophis	extinct	0.0117	2.588
Heterodon_platyrhinos	extinct	0.0117	2.588
Coluber_constrictor	extinct	0.0117	2.588
Elaphe_vulpina	extinct	0.0117	2.588
Lampropeltis_triangulum	extinct	0.0117	2.588
Agkistrodon	extinct	0.0117	2.588
Crotalus_horridus	extinct	0.0117	2.588
Sistrurus	extinct	0.0117	2.588
Sceloporus_undulatus	extant	0.0117	2.588
Eumeces	extinct	0.0117	2.588
Eumeces_fasciatus	extinct	0.0117	2.588
Carphophis_amoenus	extinct	0.0117	2.588
Coluber_constrictor	extinct	0.0117	2.588
Elaphe	extinct	0.0117	2.588
Lampropeltis_triangulum	extinct	0.0117	2.588
Nerodia_sipedon	extinct	0.0117	2.588
Storeria	extinct	0.0117	2.588
Thamnophis	extinct	0.0117	2.588
Crotalus_horridus	extinct	0.0117	2.588
Crotalus	extinct	0.0117	2.588
Changetisaurus_estesi	extinct	164.7	167.7
Serpentes	extinct	0.3	1.8
Sceloporus_undulatus	extant	0.3	1.8
Eumeces_fasciatus	extinct	0.3	1.8
Nerodia_sipedon	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Heterodon_platyrhinos	extinct	0.3	1.8
Diadophis_punctatus	extinct	0.3	1.8
Carphophis_amoenus	extinct	0.3	1.8
Coluber_constrictor	extinct	0.3	1.8
Opheodrys	extinct	0.3	1.8
Elaphe_vulpina	extinct	0.3	1.8
Lampropeltis_triangulum	extinct	0.3	1.8
Crotalus_horridus	extinct	0.3	1.8
Palaeophis_grandis	extinct	41.3	47.8
Palaeophis_halidanus	extinct	37.2	48.6
Prognathodon_rapax	extinct	66	100.5
Mosasaurus_maximus	extinct	66	100.5
Mosasaurus	extinct	66	70.6
Mosasaurus_conodon	extinct	66	70.6
Mosasaurus_dekayi	extinct	66	72.1
Jucaraseps_grandipes	extinct	125.45	130
Paramacellodidae	extinct	150.8	155.7
Chianghsia_nankangensis	extinct	66	70.6
Platydactylus_minutus	extant	0	0.0117
Lacertilia	extinct	72.1	83.6
Squamata	extinct	72.1	83.6
Macrocephalosauridae	extinct	72.1	83.6
Lacertilia	extinct	72.1	83.6
Gekkota	extinct	164.7	167.7
Scincomorpha	extinct	164.7	167.7
Paramacellodus	extinct	145	150.8
Saurillodon	extinct	145	150.8
Mosasauridae	extinct	66	70.6
Dinilysia	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Coniasaurus_crassidens	extinct	93.5	99.6
Globidens	extinct	70.6	83.5
Prognathodon	extinct	70.6	83.5
Mesoleptos	extinct	93.5	99.6
Mesoleptos_zendrinii	extinct	89.3	99.6
Mesoleptos_zendrinii	extinct	93.5	99.6
Eidolosaurus_trauthi	extinct	89.3	99.6
Scincoideus_haininensis	extinct	61.6	66
Serpentes	extinct	66	70.6
Lacertilia	extinct	55.8	56.8
Squamata	extinct	70.6	83.5
Yurlunggur	extinct	23.03	28.4
Yurlunggur	extinct	15.97	23.03
Yurlunggur	extinct	15.97	23.03
Yurlunggur	extinct	15.97	23.03
Pseudopus_laurillardi	extinct	13.82	15.97
Ophisaurus	extinct	13.82	15.97
Bavarioboa_hermi	extinct	13.82	15.97
Bavarioboa	extinct	13.82	15.97
Python	extinct	13.82	15.97
Boidae	extinct	13.82	15.97
Coluber_caspioides	extinct	13.82	15.97
Coluber_hungaricus	extinct	13.82	15.97
Coluber	extinct	13.82	15.97
Texasophis_meini	extinct	13.82	15.97
Colubrinae	extinct	13.82	15.97
Natrix	extinct	13.82	15.97
Natricinae	extinct	13.82	15.97
Colubridae	extinct	13.82	15.97
Micrurus_gallicus	extinct	13.82	15.97
Elapidae	extinct	13.82	15.97
Vipera	extinct	13.82	15.97
Vipera	extinct	13.82	15.97
Lacerta	extinct	13.82	15.97
Edlartetia_sansaniensis	extinct	13.82	15.97
Scincidae	extinct	13.82	15.97
Cordylidae	extinct	13.82	15.97
Chamaeleo_caroliquarti	extinct	13.82	15.97
Lacerta	extinct	13.82	15.97
Pseudopus_laurillardi	extinct	13.82	15.97
Python	extinct	13.82	15.97
Coluber_caspioides	extinct	13.82	15.97
Colubrinae	extinct	13.82	15.97
Viperinae	extinct	13.82	15.97
Gekkonidae	extinct	56	59.2
Scincomorpha	extinct	56	59.2
Amphisbaenia	extinct	56	59.2
Todrasaurus_gheerbranti	extinct	56	59.2
Lacertilia	extinct	56	59.2
Lacertilia	extinct	56	59.2
Lacertilia	extinct	56	59.2
Lacertilia	extinct	56	59.2
Madtsoiidae	extinct	56	59.2
Scolecophidia	extinct	56	59.2
Coniophis	extinct	56	59.2
Boidae	extinct	56	59.2
Dunnophis	extinct	56	59.2
Geringophis_depressus	extinct	13.6	15.97
Pterygoboa_miocenica	extinct	13.6	15.97
Paleoheterodon_tiheni	extinct	13.6	15.97
Neonatrix_elongata	extinct	13.6	15.97
Nebraskophis_skinneri	extinct	13.6	15.97
Salvadora_paleolineata	extinct	13.6	15.97
Elaphe_nebraskensis	extinct	13.6	15.97
Micrurus	extinct	13.6	15.97
Crotalinae	extinct	13.6	15.97
Natrix	extinct	13.6	15.97
Thamnophis	extinct	13.6	15.97
Boavus_affinis	extinct	13.6	15.97
Neonatrix_infera	extinct	13.6	15.97
Neonatrix_elongata	extinct	13.6	15.97
Texasophis_fossilis	extinct	13.6	15.97
Mosasauridae	extinct	89.8	93.9
Borioteiioidea	extinct	66	70.6
Leptochamops	extinct	66	70.6
Gekkonidae	extinct	56	59.2
Lacertilia	extinct	56	59.2
Amphisbaenia	extinct	47.8	56
Lacertilia	extinct	47.8	56
Madtsoiidae	extinct	47.8	56
Coniophis	extinct	47.8	56
Viperidae	extinct	20.44	23.03
Elapidae	extinct	20.44	23.03
Mosasauridae	extinct	66	70.6
Geiseltaliellus	extinct	48.6	55.8
Iguanidae	extinct	48.6	55.8
Tinosaurus	extinct	48.6	55.8
Gekkonidae	extinct	48.6	55.8
Scincomorpha	extinct	48.6	55.8
Scincomorpha	extinct	48.6	55.8
Glyptosaurini	extinct	48.6	55.8
Melanosaurus	extinct	48.6	55.8
Melanosaurini	extinct	48.6	55.8
Glyptosaurinae	extinct	48.6	55.8
Anguinae	extinct	48.6	55.8
Varanidae	extinct	48.6	55.8
Amphisbaenidae	extinct	48.6	55.8
Boidae	extinct	48.6	55.8
Dunnophis_matronensis	extinct	48.6	55.8
Serpentes	extinct	48.6	55.8
Lacerta	extinct	5.333	11.608
Eremias	extinct	5.333	11.608
Eryx	extinct	5.333	11.608
Eryx	extinct	5.333	11.608
Colubrinae	extinct	5.333	11.608
Colubrinae	extinct	5.333	11.608
Natricinae	extinct	5.333	11.608
Lacerta	extinct	15.97	23.03
Scincomorpha	extinct	15.97	23.03
Tinosaurus	extinct	28.4	33.9
Melanosaurini	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Squamata	extinct	28.4	33.9
Acrodonta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacertidae	extinct	28.4	33.9
Calamagras	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Squamata	extinct	28.4	33.9
Tinosaurus	extinct	28.4	33.9
Scincomorpha	extinct	28.4	33.9
Lacerta	extinct	28.4	33.9
Gekkonidae	extinct	11.608	12.7
Lacerta	extinct	11.608	12.7
Lacertidae	extinct	11.608	12.7
Ophisaurus	extinct	11.608	12.7
Blanus_gracilis	extinct	11.608	12.7
Scolecophidia	extinct	11.608	12.7
Coronella_miocaenica	extinct	11.608	12.7
Hierophis	extinct	11.608	12.7
Natrix	extinct	11.608	12.7
Vipera_(Macrovipera)	extinct	11.608	12.7
Bavarioboa	extinct	15.97	16.9
Coluber_caspioides	extinct	15.97	16.9
Palaeonatrix	extinct	15.97	16.9
Neonatrix	extinct	15.97	16.9
Colubridae	extinct	15.97	16.9
Colubridae	extinct	15.97	16.9
Colubroidea	extinct	15.97	16.9
Vipera	extinct	15.97	16.9
Serpentes	extinct	15.97	16.9
Crotalinae	extinct	8.7	11.608
Crotalinae	extinct	8.7	11.608
Boinae	extinct	11.62	13.82
Coluber	extinct	11.62	13.82
Coluber	extinct	11.62	13.82
Colubridae	extinct	11.62	13.82
Vipera	extinct	11.62	13.82
Viperidae	extinct	11.62	13.82
Vipera	extinct	3.6	5.333
Gekkonidae	extinct	3.6	5.333
Lacerta	extinct	3.6	5.333
Lacerta	extinct	3.6	5.333
Lacerta	extinct	3.6	5.333
Anguis	extinct	3.6	5.333
Pseudopus_pannonicus	extinct	3.6	5.333
Anguis	extinct	3.6	5.333
Pseudopus_pannonicus	extinct	3.6	5.333
Anguis	extinct	3.6	5.333
Eryx	extinct	3.6	5.333
Coluber_hungaricus	extinct	3.6	5.333
Coluber_hungaricus	extinct	3.6	5.333
Coronella_austriaca	extinct	3.6	5.333
Coronella_austriaca	extinct	3.6	5.333
Coronella_austriaca	extinct	3.6	5.333
Elaphe_praelongissima	extinct	3.6	5.333
Elaphe_kormosi	extinct	3.6	5.333
Elaphe_praelongissima	extinct	3.6	5.333
Elaphe	extinct	3.6	5.333
Elaphe	extinct	3.6	5.333
Natrix_longivertebrata	extinct	3.6	5.333
Natrix_longivertebrata	extinct	3.6	5.333
Neonatrix	extinct	3.6	5.333
Natrix_longivertebrata	extinct	3.6	5.333
Vipera_(Vipera)_ammodytes	extinct	3.6	5.333
Vipera_(Vipera)_ammodytes	extinct	3.6	5.333
Vipera_(Pelias)_berus	extinct	3.6	5.333
Texasophis_galbreathi	extinct	33.3	33.9
Blanus	extinct	2.588	3.6
Agama	extinct	2.588	3.6
Gekkonidae	extinct	2.588	3.6
Lacerta	extinct	2.588	3.6
Ophisaurus	extinct	2.588	3.6
Boidae	extinct	2.588	3.6
Elaphe_longissima	extant	2.588	3.6
Malpolon	extinct	2.588	3.6
Colubrinae	extinct	2.588	3.6
Naja	extinct	2.588	3.6
Vipera	extinct	2.588	3.6
Agama	extinct	23.03	28.1
Quercygama_galliae	extinct	23.03	28.1
Gekkonidae	extinct	23.03	28.1
Pseudeumeces_cadurcensis	extinct	23.03	28.1
Lacertidae	extinct	23.03	28.1
Cordylidae	extinct	23.03	28.1
Ophisaurus	extinct	23.03	28.1
Amphisbaenidae	extinct	23.03	28.1
Bransateryx_vireti	extinct	23.03	28.1
Coluber	extinct	23.03	28.1
Coluber_cadurci	extinct	23.03	28.1
Coluber_cadurci	extinct	23.03	28.1
Natricinae	extinct	23.03	28.1
Saniwa_orsmaelensis	extinct	48.6	55.8
Necrosaurus	extinct	48.6	55.8
Geiseltaliellus	extinct	48.6	55.8
Plesiolacerta	extinct	48.6	55.8
Cordylidae	extinct	48.6	55.8
Melanosaurini	extinct	48.6	55.8
Glyptosaurinae	extinct	48.6	55.8
Anguinae	extinct	48.6	55.8
Amphisbaenidae	extinct	48.6	55.8
Geiseltaliellus_longicaudus	extinct	48.6	55.8
Tinosaurus_europeocaenus	extinct	48.6	55.8
Gekkonidae	extinct	48.6	55.8
Plesiolacerta_lydekkeri	extinct	48.6	55.8
Paraplacosauriops_quercyi	extinct	48.6	55.8
Melanosaurini	extinct	48.6	55.8
Glyptosaurinae	extinct	48.6	55.8
Anguis	extinct	48.6	55.8
Ophisaurus	extinct	48.6	55.8
Anguidae	extinct	48.6	55.8
Saniwa	extinct	48.6	55.8
Necrosaurus	extinct	48.6	55.8
Blanosaurus_primeocaenus	extinct	48.6	55.8
Tinosaurus	extinct	47.8	56
Geiseltaliellus_longicaudus	extinct	47.8	56
Tinosaurus_europeocaenus	extinct	47.8	56
Geiseltaliellus_longicaudus	extinct	47.8	56
Gekkonidae	extinct	11.62	15.97
Amblyolacerta	extinct	11.62	15.97
Lacerta	extinct	11.62	15.97
Anguinae	extinct	11.62	15.97
Edlartetia_sansaniensis	extinct	11.62	15.97
Scincidae	extinct	11.62	15.97
Anguimorpha	extinct	11.62	15.97
Pseudopus_laurillardi	extinct	11.62	15.97
Ophisaurus	extinct	11.62	15.97
Lacertilia	extinct	11.62	15.97
Blanus	extinct	11.62	15.97
Amphisbaenidae	extinct	11.62	15.97
Albaneryx	extinct	11.62	15.97
Natrix	extinct	11.62	15.97
Natrix_longivertebrata	extinct	11.62	15.97
Natrix_longivertebrata	extinct	11.62	15.97
Palaeonatrix_lehmani	extinct	11.62	15.97
Palaeonatrix_lehmani	extinct	11.62	15.97
Neonatrix	extinct	11.62	15.97
Neonatrix_europaea	extinct	11.62	15.97
Dyticonastis_rensbergeri	extinct	30.8	33.3
Natricinae	extinct	11.62	15.97
Coluber	extinct	11.62	15.97
Coluber	extinct	11.62	15.97
Elaphe	extinct	11.62	15.97
Paleoheterodon_arcuatus	extinct	11.62	15.97
Texasophis_meini	extinct	11.62	15.97
Colubrinae	extinct	11.62	15.97
Micrurus_gallicus	extinct	11.62	15.97
Vipera	extinct	11.62	15.97
Viperinae	extinct	11.62	15.97
Spathorhynchus_fossorium	extinct	46.2	50.3
Ototriton_solidus	extinct	48.6	55.8
Blanus	extinct	0.126	0.781
Chalcides	extinct	0.126	0.781
Lacertidae	extinct	0.126	0.781
Natrix_natrix	extant	0.126	0.781
Colubrinae	extinct	0.126	0.781
Coronella_girondica	extinct	0.126	0.781
Rhinechis_scalaris	extinct	0.126	0.781
Malpolon_monspessulanus	extinct	0.126	0.781
Vipera	extinct	0.126	0.781
Leiocephalus	extinct	13.6	15.97
Sceloporus	extinct	13.6	15.97
Eumeces	extinct	13.6	15.97
Sceloporus	extinct	13.6	15.97
Eumeces	extinct	13.6	15.97
Plesiorhineura_tsentasi	extinct	61.7	63.3
Anolis_carolinensis	extinct	0.012	0.3
Cnemidophorus_sexlineatus	extinct	0.012	0.3
Eumeces_fasciatus	extinct	0.012	0.3
Ophisaurus_ventralis	extinct	0.012	0.3
Rhineura_floridana	extinct	0.012	0.3
Carphophis_amoenus	extinct	0.012	0.3
Diadophis_punctatus	extinct	0.012	0.3
Farancia	extinct	0.012	0.3
Heterodon_platyrhinos	extinct	0.012	0.3
Heterodon_simus	extinct	0.012	0.3
Opheodrys	extinct	0.012	0.3
Coluber_constrictor	extinct	0.012	0.3
Masticophis	extinct	0.012	0.3
Drymarchon_corais	extinct	0.012	0.3
Lampropeltis_getulus	extant	0.012	0.3
Elaphe_guttata	extinct	0.012	0.3
Elaphe_obsoleta	extinct	0.012	0.3
Pituophis_melanoleucus	extant	0.012	0.3
Tantilla	extinct	0.012	0.3
Proxestops	extinct	61.7	63.3
Storeria	extinct	0.012	0.3
Thamnophis_sirtalis	extant	0.012	0.3
Micrurus	extinct	0.012	0.3
Sistrurus	extinct	0.012	0.3
Crotalus_adamanteus	extinct	0.012	0.3
Hyporhina_galbreathi	extinct	33.3	33.9
Suzanniwana_patriciana	extinct	50.3	55.8
Anolbanolis_banalis	extinct	50.3	55.8
Texasophis_meini	extinct	11.1	12.75
Texasophis_meini	extinct	11.1	12.75
Paleoheterodon_arcuatus	extinct	11.1	12.75
Texasophis_meini	extinct	11.1	12.75
Paleoheterodon_arcuatus	extinct	11.1	12.75
Neonatrix_europaea	extinct	11.1	12.75
Neonatrix_crassa	extinct	11.1	12.75
Micrurus_gallicus	extinct	11.1	12.75
Micrurus_gallicus	extinct	11.1	12.75
Paleoheterodon_arcuatus	extinct	11.1	12.75
Lacerta	extinct	9.7	11.1
Pseudopus	extinct	9.7	11.1
Colubroidea	extinct	9.7	11.1
Natricinae	extinct	9.7	11.1
Colubridae	extinct	9.7	11.1
Lacertidae	extinct	3.6	11.608
Vipera_natiensis	extinct	2.588	5.333
Viperidae	extinct	11.608	15.97
Vipera	extinct	2.588	5.333
Vipera	extinct	2.588	5.333
Lacertidae	extinct	2.588	5.333
Coluber_hungaricus	extinct	4.9	7.246
Elaphe_kormosi	extinct	4.9	7.246
Elaphe_praelongissima	extinct	4.9	7.246
Vipera_gedulyi	extinct	4.9	7.246
Natrix_longivertebrata	extinct	4.9	7.246
Vipera	extinct	4.9	7.246
Vipera	extinct	4.9	7.246
Scolecophidia	extinct	15.97	16.9
Eryx	extinct	15.97	16.9
Booidea	extinct	15.97	16.9
Coluber	extinct	15.97	16.9
Colubridae	extinct	15.97	16.9
Naja	extinct	15.97	16.9
Vipera	extinct	15.97	16.9
Eoanilius	extinct	15.97	20
Eryx	extinct	15.97	20
Natricinae	extinct	15.97	20
Coluber_cadurci	extinct	15.97	20
Colubridae	extinct	15.97	20
Vipera	extinct	15.97	20
Ophisaurus	extinct	13.65	15.97
Varanus	extinct	13.65	15.97
Coluber	extinct	13.65	15.97
Colubrinae	extinct	5.333	8.7
Natricinae	extinct	5.333	8.7
Naja	extinct	5.333	8.7
Vipera	extinct	5.333	8.7
Serpentes	extinct	5.333	8.7
Malpolon_mlynarskii	extinct	3.2	5.333
Vipera_maxima	extinct	3.2	5.333
Falseryx	extinct	11.1	12.75
Coluber_suevicus	extinct	11.1	12.75
Viperidae	extinct	20	22.4
Rottophis_atavus	extinct	23.03	28.4
Elapidae	extinct	13.65	15.97
Natrix	extinct	5.333	23.03
Vipera	extinct	8.7	11.608
Natricinae	extinct	11.1	12.75
Elapidae	extinct	12.75	16.9
Vipera	extinct	11.1	12.75
Vipera_antiqua	extinct	22.4	23.03
Vipera	extinct	20.44	23.03
Vipera	extinct	20	22.4
Vipera	extinct	20	22.4
Vipera	extinct	20	22.4
Vipera	extinct	16.9	20
Vipera	extinct	15.97	16.9
Vipera	extinct	15.97	16.9
Vipera	extinct	11.62	13.82
Vipera	extinct	11.1	12.75
Typhlops	extinct	11.1	12.75
Coluber	extinct	11.1	12.75
Coluber	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Naja_romani	extinct	11.1	12.75
Naja	extinct	11.1	12.75
Micrurus	extinct	11.1	12.75
Vipera	extinct	11.1	12.75
Vipera	extinct	11.1	12.75
Typhlops	extinct	11.1	12.75
Boidae	extinct	11.1	12.75
Boidae	extinct	11.1	12.75
Coluber_dolnicensis	extinct	11.1	12.75
Coluber	extinct	11.1	12.75
Coluber	extinct	11.1	12.75
Coluber	extinct	11.1	12.75
Elaphe	extinct	11.1	12.75
Elaphe	extinct	11.1	12.75
Paleoheterodon	extinct	11.1	12.75
Colubrinae	extinct	11.1	12.75
Colubrinae	extinct	11.1	12.75
Colubrinae	extinct	11.1	12.75
Neonatrix	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Natrix	extinct	11.1	12.75
Natricinae	extinct	11.1	12.75
Naja_romani	extinct	11.1	12.75
Elapidae	extinct	11.1	12.75
Elapidae	extinct	11.1	12.75
Vipera	extinct	11.1	12.75
Vipera	extinct	11.1	12.75
Vipera	extinct	11.1	12.75
Bavarioboa	extinct	20.44	28.1
Gekkonidae	extinct	11.608	15.97
Anguidae	extinct	11.608	15.97
Colubridae	extinct	11.608	15.97
Gekkonidae	extinct	15.97	16.9
Lacertidae	extinct	15.97	16.9
Lacertidae	extinct	15.97	16.9
Pseudopus_laurillardi	extinct	15.97	16.9
Ophisaurus	extinct	15.97	16.9
Varanus	extinct	15.97	16.9
Amphisbaenia	extinct	15.97	16.9
Scolecophidia	extinct	15.97	16.9
Python	extinct	15.97	16.9
Coluber	extinct	15.97	16.9
Texasophis_meini	extinct	15.97	16.9
Colubrinae	extinct	15.97	16.9
Natrix	extinct	15.97	16.9
Natrix_longivertebrata	extinct	15.97	16.9
Natrix_merkurensis	extinct	15.97	16.9
Palaeonatrix_lehmani	extinct	15.97	16.9
Neonatrix_europaea	extinct	15.97	16.9
Neonatrix	extinct	15.97	16.9
Natricinae	extinct	15.97	16.9
Micrurus_gallicus	extinct	15.97	16.9
Elapidae	extinct	15.97	16.9
Vipera	extinct	15.97	16.9
Viperidae	extinct	15.97	16.9
Viperidae	extinct	15.97	16.9
Lacertidae	extinct	15.97	16.9
Palaeophis	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Alethinophidia	extinct	47.8	56
Pseudopus	extinct	3.2	4.2
Ophisaurus	extinct	3.2	4.2
Zamenis	extinct	3.2	4.2
Natrix_natrix	extant	3.2	4.2
Coluber_viridiflavus	extinct	3.2	4.2
Coronella_austriaca	extinct	3.2	4.2
Elaphe_quatuorlineata	extinct	3.2	4.2
Natrix	extinct	3.2	4.2
Natrix_natrix	extant	2.588	3.2
Paramacellodus_oweni	extinct	152.1	157.3
Paramacellodus_oweni	extinct	152.1	157.3
Paramacellodus_oweni	extinct	152.1	157.3
Eoanilius	extinct	13.65	15.97
Coluber	extinct	13.65	15.97
Telescopus	extinct	13.65	15.97
Colubrinae	extinct	13.65	15.97
Natrix	extinct	13.65	15.97
Natrix	extinct	13.65	15.97
Neonatrix	extinct	13.65	15.97
Natricinae	extinct	13.65	15.97
Naja	extinct	13.65	15.97
Elapidae	extinct	13.65	15.97
Vipera	extinct	13.65	15.97
Elaphe	extinct	13.65	15.97
Natrix	extinct	13.65	15.97
Viperidae	extinct	13.65	15.97
Tropidophorus_bavaricus	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Ophisaurus	extinct	13.65	15.97
Chamaeleo_caroliquarti	extinct	13.65	15.97
Chamaeleo_bavaricus	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Edlartetia_sansaniensis	extinct	13.65	15.97
Miolacerta_tenuis	extinct	13.65	15.97
Tropidophorus_bavaricus	extinct	13.65	15.97
Scincidae	extinct	13.65	15.97
Scincidae	extinct	13.65	15.97
Bavaricordylus_molassicus	extinct	13.65	15.97
Cordylidae	extinct	13.65	15.97
Scincomorpha	extinct	13.65	15.97
Pseudopus_laurillardi	extinct	13.65	15.97
Ophisaurus	extinct	13.65	15.97
Ophisaurus	extinct	13.65	15.97
Ophisaurus_spinari	extinct	13.65	15.97
Anguidae	extinct	13.65	15.97
Palaeoblanus	extinct	13.65	15.97
Palaeoblanus_tobieni	extinct	22.4	23.03
Bavaricordylus_molassicus	extinct	13.65	15.97
Mosasaurus_gracilis	extinct	66	100.5
Mosasaurus_gracilis	extinct	89.8	100.5
Cemeterius_monstrosus	extinct	66	70.6
Alethinophidia	extinct	66	70.6
Lonchisaurus_trichurus	extinct	66	70.6
Pariguana_lancensis	extinct	66	70.6
Obamadon_gracilis	extinct	66	70.6
Chamopsiidae	extinct	66	70.6
Obamadon_gracilis	extinct	66	70.6
Socognathus_brachyodon	extinct	66	70.6
Waincophis_pressulus	extinct	48.6	58.7
Waincophis_cameratus	extinct	48.6	58.7
Waincophis	extinct	48.6	58.7
Waincophis	extinct	48.6	58.7
Boinae	extinct	48.6	58.7
Boinae	extinct	48.6	58.7
Boidae	extinct	48.6	58.7
Cerberophis_robustus	extinct	66	70.6
Squamata	extinct	100.5	113
